# Number of cells: 0
Time,Voltage,Volts per cell,Amperage,Ah consumed
1535,7.79,3.90,1.53,0.65
1537,7.79,3.90,1.52,0.651
1539,7.79,3.90,1.52,0.652
1541,7.79,3.90,1.53,0.653
1543,7.79,3.90,1.52,0.653
1545,7.79,3.90,1.52,0.654
1547,7.79,3.90,1.53,0.655
1549,7.79,3.90,1.53,0.656
1551,7.79,3.90,1.52,0.657
1553,7.79,3.90,1.53,0.658
1555,7.79,3.90,1.52,0.659
1557,7.78,3.89,1.52,0.659
1559,7.79,3.90,1.52,0.66
1561,7.79,3.90,1.51,0.661
1563,7.78,3.89,1.5,0.662
1565,7.78,3.89,1.51,0.663
1567,7.78,3.89,1.51,0.664
1569,7.78,3.89,1.51,0.665
1571,7.78,3.89,1.51,0.665
1573,7.78,3.89,1.52,0.666
1575,7.78,3.89,1.52,0.667
1577,7.78,3.89,1.52,0.668
1579,7.78,3.89,1.52,0.669
1581,7.78,3.89,1.52,0.67
1583,7.78,3.89,1.51,0.67
1585,7.78,3.89,1.52,0.671
1587,7.77,3.88,1.52,0.672
1589,7.77,3.88,1.51,0.673
1591,7.77,3.88,1.52,0.674
1593,7.77,3.88,1.52,0.675
1595,7.77,3.88,1.5,0.676
1597,7.77,3.88,1.51,0.676
1599,7.77,3.88,1.53,0.677
1601,7.77,3.88,1.52,0.678
1603,7.77,3.88,1.53,0.679
1605,7.77,3.88,1.52,0.68
1607,7.77,3.88,1.52,0.681
1609,7.77,3.88,1.53,0.682
1611,7.76,3.88,1.53,0.682
1613,7.76,3.88,1.52,0.683
1615,7.76,3.88,1.52,0.684
1617,7.76,3.88,1.52,0.685
1619,7.76,3.88,1.52,0.686
1621,7.76,3.88,1.53,0.687
1623,7.76,3.88,1.53,0.688
1625,7.76,3.88,1.52,0.688
1627,7.76,3.88,1.52,0.689
1629,7.76,3.88,1.53,0.69
1632,7.76,3.88,1.53,0.691
1634,7.76,3.88,1.52,0.692
1636,7.75,3.88,1.52,0.693
1638,7.76,3.88,1.52,0.694
1640,7.75,3.88,1.52,0.694
1642,7.75,3.88,1.52,0.695
1644,7.75,3.88,1.52,0.696
1646,7.75,3.88,1.52,0.697
1648,7.75,3.88,1.52,0.698
1650,7.75,3.88,1.53,0.699
1652,7.75,3.88,1.52,0.699
1654,7.75,3.88,1.52,0.7
1656,7.75,3.88,1.53,0.701
1658,7.75,3.88,1.53,0.702
1660,7.75,3.88,1.52,0.703
1662,7.75,3.88,1.52,0.704
1664,7.75,3.88,1.52,0.705
1666,7.74,3.87,1.52,0.705
1668,7.74,3.87,1.52,0.706
1670,7.74,3.87,1.52,0.707
1672,7.74,3.87,1.52,0.708
1674,7.74,3.87,1.52,0.709
1676,7.74,3.87,1.52,0.71
1678,7.74,3.87,1.52,0.711
1680,7.74,3.87,1.53,0.711
1682,7.74,3.87,1.52,0.712
1684,7.74,3.87,1.53,0.713
1686,7.74,3.87,1.53,0.714
1688,7.73,3.87,1.52,0.715
1690,7.73,3.87,1.52,0.716
1692,7.73,3.87,1.52,0.717
1694,7.73,3.87,1.52,0.717
1696,7.73,3.87,1.52,0.718
1698,7.73,3.87,1.52,0.719
1700,7.73,3.87,1.52,0.72
1702,7.73,3.87,1.52,0.721
1704,7.73,3.87,1.52,0.722
1706,7.73,3.87,1.52,0.723
1708,7.73,3.87,1.53,0.723
1710,7.73,3.87,1.52,0.724
1712,7.73,3.87,1.52,0.725
1714,7.73,3.87,1.52,0.726
1716,7.73,3.87,1.52,0.727
1718,7.73,3.87,1.52,0.728
1720,7.73,3.87,1.52,0.728
1722,7.73,3.87,1.52,0.729
1724,7.73,3.87,1.52,0.73
1726,7.73,3.87,1.52,0.731
1728,7.73,3.87,1.52,0.732
1730,7.73,3.87,1.52,0.733
1732,7.72,3.86,1.52,0.734
1734,7.72,3.86,1.52,0.734
1736,7.72,3.86,1.52,0.735
1738,7.72,3.86,1.52,0.736
1740,7.72,3.86,1.52,0.737
1742,7.72,3.86,1.52,0.738
1744,7.72,3.86,1.53,0.739
1746,7.72,3.86,1.52,0.74
1748,7.72,3.86,1.53,0.74
1750,7.72,3.86,1.52,0.741
1752,7.72,3.86,1.52,0.742
1754,7.72,3.86,1.52,0.743
1756,7.72,3.86,1.52,0.744
1759,7.72,3.86,1.52,0.745
1761,7.71,3.85,1.53,0.746
1763,7.72,3.86,1.53,0.746
1765,7.72,3.86,1.53,0.747
1767,7.71,3.85,1.53,0.748
1769,7.71,3.85,1.52,0.749
1771,7.71,3.85,1.53,0.75
1773,7.71,3.85,1.52,0.751
1775,7.71,3.85,1.52,0.752
1777,7.71,3.85,1.52,0.752
1779,7.71,3.85,1.52,0.753
1781,7.71,3.85,1.53,0.754
1783,7.71,3.85,1.53,0.755
1785,7.71,3.85,1.52,0.756
1787,7.71,3.85,1.53,0.757
1789,7.7,3.85,1.52,0.757
1791,7.71,3.85,1.52,0.758
1793,7.7,3.85,1.52,0.759
1795,7.7,3.85,1.52,0.76
1797,7.7,3.85,1.52,0.761
1799,7.7,3.85,1.52,0.762
1801,7.7,3.85,1.52,0.763
1803,7.7,3.85,1.52,0.763
1805,7.7,3.85,1.53,0.764
1807,7.7,3.85,1.52,0.765
1809,7.7,3.85,1.52,0.766
1811,7.7,3.85,1.52,0.767
1813,7.7,3.85,1.52,0.768
1815,7.7,3.85,1.52,0.769
1817,7.69,3.85,1.52,0.769
1819,7.69,3.85,1.52,0.77
1821,7.69,3.85,1.52,0.771
1823,7.69,3.85,1.52,0.772
1825,7.69,3.85,1.52,0.773
1827,7.69,3.85,1.52,0.774
1829,7.69,3.85,1.52,0.775
1831,7.69,3.85,1.52,0.775
1833,7.69,3.85,1.52,0.776
1835,7.69,3.85,1.53,0.777
1837,7.69,3.85,1.52,0.778
1839,7.69,3.85,1.52,0.779
1841,7.69,3.85,1.52,0.78
1843,7.68,3.84,1.52,0.78
1845,7.69,3.85,1.52,0.781
1847,7.68,3.84,1.52,0.782
1849,7.69,3.85,1.52,0.783
1851,7.68,3.84,1.52,0.784
1853,7.68,3.84,1.52,0.785
1855,7.68,3.84,1.52,0.786
1857,7.68,3.84,1.52,0.786
1859,7.68,3.84,1.52,0.787
1861,7.68,3.84,1.52,0.788
1863,7.68,3.84,1.53,0.789
1865,7.68,3.84,1.52,0.79
1867,7.68,3.84,1.52,0.791
1869,7.68,3.84,1.52,0.792
1871,7.68,3.84,1.52,0.792
1873,7.68,3.84,1.53,0.793
1875,7.67,3.83,1.52,0.794
1877,7.67,3.83,1.52,0.795
1879,7.67,3.83,1.52,0.796
1881,7.67,3.83,1.53,0.797
1884,7.67,3.83,1.52,0.798
1886,7.67,3.83,1.52,0.798
1888,7.67,3.83,1.52,0.799
1890,7.67,3.83,1.53,0.8
1892,7.67,3.83,1.52,0.801
1894,7.67,3.83,1.53,0.802
1896,7.67,3.83,1.52,0.803
1898,7.67,3.83,1.53,0.804
1900,7.67,3.83,1.52,0.804
1902,7.67,3.83,1.52,0.805
1904,7.66,3.83,1.52,0.806
1906,7.66,3.83,1.53,0.807
1908,7.66,3.83,1.53,0.808
1910,7.66,3.83,1.53,0.809
1912,7.66,3.83,1.52,0.809
1914,7.66,3.83,1.53,0.81
1916,7.66,3.83,1.52,0.811
1918,7.66,3.83,1.52,0.812
1920,7.66,3.83,1.52,0.813
1922,7.66,3.83,1.53,0.814
1924,7.66,3.83,1.53,0.815
1926,7.66,3.83,1.52,0.815
1928,7.66,3.83,1.52,0.816
1930,7.66,3.83,1.53,0.817
1932,7.66,3.83,1.53,0.818
1934,7.66,3.83,1.52,0.819
1936,7.66,3.83,1.52,0.82
1938,7.66,3.83,1.52,0.821
1940,7.66,3.83,1.52,0.821
1942,7.66,3.83,1.52,0.822
1944,7.66,3.83,1.52,0.823
1946,7.66,3.83,1.52,0.824
1948,7.66,3.83,1.52,0.825
1950,7.66,3.83,1.51,0.826
1952,7.66,3.83,1.52,0.827
1954,7.66,3.83,1.52,0.827
1956,7.65,3.83,1.53,0.828
1958,7.65,3.83,1.52,0.829
1960,7.65,3.83,1.52,0.83
1962,7.65,3.83,1.52,0.831
1964,7.65,3.83,1.52,0.832
1966,7.65,3.83,1.51,0.833
1968,7.65,3.83,1.51,0.833
1970,7.65,3.83,1.52,0.834
1972,7.65,3.83,1.52,0.835
1974,7.65,3.83,1.53,0.836
1976,7.65,3.83,1.52,0.837
1978,7.65,3.83,1.52,0.838
1980,7.65,3.83,1.52,0.838
1982,7.65,3.83,1.53,0.839
1984,7.65,3.83,1.52,0.84
1986,7.65,3.83,1.53,0.841
1988,7.65,3.83,1.52,0.842
1990,7.65,3.83,1.53,0.843
1992,7.65,3.83,1.52,0.844
1994,7.65,3.83,1.52,0.844
1996,7.65,3.83,1.52,0.845
1998,7.64,3.82,1.53,0.846
2000,7.64,3.82,1.52,0.847
2002,7.64,3.82,1.52,0.848
2004,7.64,3.82,1.52,0.849
2006,7.64,3.82,1.53,0.85
2008,7.64,3.82,1.53,0.85
2011,7.64,3.82,1.53,0.851
2013,7.64,3.82,1.53,0.852
2015,7.64,3.82,1.53,0.853
2017,7.64,3.82,1.52,0.854
2019,7.64,3.82,1.52,0.855
2021,7.64,3.82,1.53,0.856
2023,7.64,3.82,1.52,0.856
2025,7.64,3.82,1.52,0.857
2027,7.63,3.81,1.53,0.858
2029,7.63,3.81,1.53,0.859
2031,7.63,3.81,1.52,0.86
2033,7.63,3.81,1.53,0.861
2035,7.63,3.81,1.53,0.862
2037,7.63,3.81,1.53,0.862
2039,7.63,3.81,1.52,0.863
2041,7.63,3.81,1.53,0.864
2043,7.63,3.81,1.52,0.865
2045,7.63,3.81,1.52,0.866
2047,7.63,3.81,1.52,0.867
2049,7.63,3.81,1.53,0.867
2051,7.63,3.81,1.53,0.868
2053,7.63,3.81,1.53,0.869
2055,7.63,3.81,1.53,0.87
2057,7.63,3.81,1.52,0.871
2059,7.63,3.81,1.52,0.872
2061,7.63,3.81,1.52,0.873
2063,7.62,3.81,1.53,0.873
2065,7.62,3.81,1.52,0.874
2067,7.62,3.81,1.52,0.875
2069,7.63,3.81,1.52,0.876
2071,7.62,3.81,1.52,0.877
2073,7.62,3.81,1.52,0.878
2075,7.62,3.81,1.52,0.879
2077,7.62,3.81,1.52,0.879
2079,7.62,3.81,1.52,0.88
2081,7.62,3.81,1.52,0.881
2083,7.62,3.81,1.52,0.882
2085,7.62,3.81,1.52,0.883
2087,7.62,3.81,1.52,0.884
2089,7.62,3.81,1.53,0.885
2091,7.62,3.81,1.52,0.885
2093,7.62,3.81,1.52,0.886
2095,7.62,3.81,1.52,0.887
2097,7.61,3.81,1.52,0.888
2099,7.61,3.81,1.53,0.889
2101,7.61,3.81,1.52,0.89
2103,7.61,3.81,1.52,0.891
2105,7.61,3.81,1.52,0.891
2107,7.61,3.81,1.52,0.892
2109,7.61,3.81,1.52,0.893
2111,7.61,3.81,1.52,0.894
2113,7.61,3.81,1.52,0.895
2115,7.61,3.81,1.52,0.896
2117,7.61,3.81,1.53,0.896
2119,7.61,3.81,1.52,0.897
2121,7.61,3.81,1.53,0.898
2123,7.61,3.81,1.52,0.899
2125,7.61,3.81,1.52,0.9
2127,7.61,3.81,1.52,0.901
2129,7.61,3.81,1.52,0.902
2131,7.61,3.81,1.53,0.902
2133,7.6,3.80,1.52,0.903
2136,7.6,3.80,1.52,0.904
2138,7.6,3.80,1.52,0.905
2140,7.6,3.80,1.53,0.906
2142,7.6,3.80,1.53,0.907
2144,7.6,3.80,1.52,0.908
2146,7.6,3.80,1.53,0.908
2148,7.6,3.80,1.52,0.909
2150,7.6,3.80,1.52,0.91
2152,7.6,3.80,1.52,0.911
2154,7.6,3.80,1.52,0.912
2156,7.6,3.80,1.52,0.913
2158,7.6,3.80,1.52,0.914
2160,7.6,3.80,1.53,0.914
2162,7.6,3.80,1.52,0.915
2164,7.6,3.80,1.52,0.916
2166,7.6,3.80,1.53,0.917
2168,7.6,3.80,1.53,0.918
2170,7.6,3.80,1.53,0.919
2172,7.6,3.80,1.53,0.92
2174,7.59,3.79,1.52,0.92
2176,7.59,3.79,1.52,0.921
2178,7.59,3.79,1.53,0.922
2180,7.59,3.79,1.53,0.923
2182,7.59,3.79,1.52,0.924
2184,7.59,3.79,1.52,0.925
2186,7.59,3.79,1.52,0.926
2188,7.59,3.79,1.52,0.926
2190,7.59,3.79,1.52,0.927
2192,7.59,3.79,1.53,0.928
2194,7.59,3.79,1.52,0.929
2196,7.59,3.79,1.53,0.93
2198,7.59,3.79,1.53,0.931
2200,7.59,3.79,1.52,0.931
2202,7.59,3.79,1.53,0.932
2204,7.59,3.79,1.52,0.933
2206,7.59,3.79,1.53,0.934
2208,7.59,3.79,1.53,0.935
2210,7.59,3.79,1.53,0.936
2212,7.59,3.79,1.52,0.937
2214,7.59,3.79,1.52,0.937
2216,7.59,3.79,1.53,0.938
2218,7.59,3.79,1.52,0.939
2220,7.59,3.79,1.52,0.94
2222,7.59,3.79,1.52,0.941
2224,7.59,3.79,1.53,0.942
2226,7.59,3.79,1.52,0.943
2228,7.59,3.79,1.52,0.943
2230,7.59,3.79,1.52,0.944
2232,7.58,3.79,1.53,0.945
2234,7.58,3.79,1.53,0.946
2236,7.58,3.79,1.52,0.947
2238,7.58,3.79,1.53,0.948
2240,7.58,3.79,1.52,0.949
2242,7.58,3.79,1.52,0.949
2244,7.58,3.79,1.53,0.95
2246,7.58,3.79,1.53,0.951
2248,7.58,3.79,1.53,0.952
2250,7.58,3.79,1.53,0.953
2252,7.58,3.79,1.52,0.954
2254,7.58,3.79,1.52,0.955
2256,7.58,3.79,1.53,0.955
2258,7.58,3.79,1.53,0.956
2260,7.58,3.79,1.52,0.957
2263,7.58,3.79,1.52,0.958
2265,7.58,3.79,1.52,0.959
2267,7.58,3.79,1.52,0.96
2269,7.58,3.79,1.53,0.961
2271,7.58,3.79,1.53,0.961
2273,7.58,3.79,1.53,0.962
2275,7.58,3.79,1.52,0.963
2277,7.58,3.79,1.53,0.964
2279,7.58,3.79,1.52,0.965
2281,7.58,3.79,1.52,0.966
2283,7.58,3.79,1.53,0.966
2285,7.58,3.79,1.53,0.967
2287,7.58,3.79,1.53,0.968
2289,7.58,3.79,1.53,0.969
2291,7.58,3.79,1.53,0.97
2293,7.58,3.79,1.53,0.971
2295,7.58,3.79,1.53,0.972
2297,7.58,3.79,1.53,0.972
2299,7.57,3.79,1.52,0.973
2301,7.58,3.79,1.53,0.974
2303,7.57,3.79,1.52,0.975
2305,7.57,3.79,1.53,0.976
2307,7.57,3.79,1.52,0.977
2309,7.57,3.79,1.52,0.978
2311,7.57,3.79,1.52,0.978
2313,7.57,3.79,1.52,0.979
2315,7.57,3.79,1.52,0.98
2317,7.57,3.79,1.52,0.981
2319,7.57,3.79,1.52,0.982
2321,7.57,3.79,1.52,0.983
2323,7.57,3.79,1.52,0.984
2325,7.57,3.79,1.52,0.984
2327,7.57,3.79,1.52,0.985
2329,7.57,3.79,1.53,0.986
2331,7.57,3.79,1.52,0.987
2333,7.57,3.79,1.52,0.988
2335,7.57,3.79,1.52,0.989
2337,7.57,3.79,1.52,0.99
2339,7.56,3.78,1.52,0.99
2341,7.57,3.79,1.52,0.991
2343,7.56,3.78,1.52,0.992
2345,7.56,3.78,1.52,0.993
2347,7.56,3.78,1.52,0.994
2349,7.56,3.78,1.52,0.995
2351,7.56,3.78,1.52,0.995
2353,7.56,3.78,1.52,0.996
2355,7.56,3.78,1.52,0.997
2357,7.56,3.78,1.53,0.998
2359,7.56,3.78,1.52,0.999
2361,7.56,3.78,1.52,1.0
2363,7.56,3.78,1.52,1.001
2365,7.56,3.78,1.52,1.001
2367,7.56,3.78,1.52,1.002
2369,7.56,3.78,1.53,1.003
2371,7.56,3.78,1.52,1.004
2373,7.56,3.78,1.53,1.005
2375,7.56,3.78,1.53,1.006
2377,7.56,3.78,1.52,1.007
2379,7.56,3.78,1.52,1.007
2381,7.55,3.77,1.52,1.008
2383,7.56,3.78,1.53,1.009
2385,7.55,3.77,1.52,1.01
2387,7.55,3.77,1.52,1.011
2390,7.55,3.77,1.52,1.012
2392,7.55,3.77,1.52,1.013
2394,7.55,3.77,1.53,1.013
2396,7.55,3.77,1.52,1.014
2398,7.55,3.77,1.52,1.015
2400,7.55,3.77,1.52,1.016
2402,7.55,3.77,1.52,1.017
2404,7.55,3.77,1.52,1.018
2406,7.55,3.77,1.52,1.019
2408,7.55,3.77,1.52,1.019
2410,7.55,3.77,1.53,1.02
2412,7.55,3.77,1.53,1.021
2414,7.55,3.77,1.53,1.022
2416,7.55,3.77,1.53,1.023
2418,7.55,3.77,1.52,1.024
2420,7.55,3.77,1.53,1.025
2422,7.54,3.77,1.52,1.025
2424,7.55,3.77,1.52,1.026
2426,7.54,3.77,1.52,1.027
2428,7.54,3.77,1.52,1.028
2430,7.54,3.77,1.52,1.029
2432,7.54,3.77,1.52,1.03
2434,7.54,3.77,1.53,1.03
2436,7.54,3.77,1.52,1.031
2438,7.54,3.77,1.53,1.032
2440,7.54,3.77,1.52,1.033
2442,7.54,3.77,1.52,1.034
2444,7.54,3.77,1.52,1.035
2446,7.54,3.77,1.52,1.036
2448,7.54,3.77,1.53,1.036
2450,7.54,3.77,1.53,1.037
2452,7.54,3.77,1.52,1.038
2454,7.54,3.77,1.53,1.039
2456,7.54,3.77,1.52,1.04
2458,7.54,3.77,1.52,1.041
2460,7.54,3.77,1.52,1.042
2462,7.53,3.77,1.53,1.042
2464,7.54,3.77,1.52,1.043
2466,7.53,3.77,1.52,1.044
2468,7.54,3.77,1.52,1.045
2470,7.54,3.77,1.52,1.046
2472,7.53,3.77,1.52,1.047
2474,7.53,3.77,1.52,1.048
2476,7.53,3.77,1.53,1.048
2478,7.53,3.77,1.52,1.049
2480,7.53,3.77,1.53,1.05
2482,7.53,3.77,1.52,1.051
2484,7.53,3.77,1.52,1.052
2486,7.53,3.77,1.53,1.053
2488,7.53,3.77,1.52,1.054
2490,7.53,3.77,1.52,1.054
2492,7.53,3.77,1.52,1.055
2494,7.53,3.77,1.53,1.056
2496,7.53,3.77,1.52,1.057
2498,7.53,3.77,1.53,1.058
2500,7.53,3.77,1.53,1.059
2502,7.53,3.77,1.53,1.06
2504,7.53,3.77,1.52,1.06
2506,7.53,3.77,1.52,1.061
2508,7.53,3.77,1.53,1.062
2510,7.53,3.77,1.53,1.063
2513,7.53,3.77,1.53,1.064
2515,7.53,3.77,1.53,1.065
2517,7.53,3.77,1.52,1.065
2519,7.53,3.77,1.53,1.066
2521,7.53,3.77,1.53,1.067
2523,7.53,3.77,1.52,1.068
2525,7.53,3.77,1.52,1.069
2527,7.53,3.77,1.52,1.07
2529,7.53,3.77,1.53,1.071
2531,7.53,3.77,1.53,1.071
2533,7.53,3.77,1.53,1.072
2535,7.53,3.77,1.52,1.073
2537,7.53,3.77,1.52,1.074
2539,7.53,3.77,1.53,1.075
2541,7.52,3.76,1.52,1.076
2543,7.52,3.76,1.52,1.077
2545,7.52,3.76,1.52,1.077
2547,7.52,3.76,1.52,1.078
2549,7.52,3.76,1.5,1.079
2551,7.52,3.76,1.51,1.08
2553,7.52,3.76,1.52,1.081
2555,7.52,3.76,1.51,1.082
2557,7.52,3.76,1.52,1.083
2559,7.52,3.76,1.52,1.083
2561,7.52,3.76,1.51,1.084
2563,7.52,3.76,1.52,1.085
2565,7.52,3.76,1.52,1.086
2567,7.52,3.76,1.51,1.087
2569,7.52,3.76,1.52,1.088
2571,7.52,3.76,1.52,1.088
2573,7.52,3.76,1.5,1.089
2575,7.52,3.76,1.52,1.09
2577,7.52,3.76,1.51,1.091
2579,7.52,3.76,1.5,1.092
2581,7.52,3.76,1.52,1.093
2583,7.52,3.76,1.52,1.094
2585,7.52,3.76,1.52,1.094
2587,7.52,3.76,1.53,1.095
2589,7.52,3.76,1.52,1.096
2591,7.52,3.76,1.52,1.097
2593,7.52,3.76,1.51,1.098
2595,7.51,3.75,1.52,1.099
2597,7.52,3.76,1.52,1.099
2599,7.51,3.75,1.52,1.1
2601,7.52,3.76,1.52,1.101
2603,7.51,3.75,1.52,1.102
2605,7.51,3.75,1.52,1.103
2607,7.51,3.75,1.53,1.104
2609,7.51,3.75,1.52,1.105
2611,7.51,3.75,1.52,1.105
2613,7.51,3.75,1.52,1.106
2615,7.51,3.75,1.53,1.107
2617,7.51,3.75,1.52,1.108
2619,7.51,3.75,1.52,1.109
2621,7.51,3.75,1.53,1.11
2623,7.51,3.75,1.52,1.111
2625,7.51,3.75,1.52,1.111
2627,7.51,3.75,1.52,1.112
2629,7.51,3.75,1.53,1.113
2631,7.51,3.75,1.52,1.114
2633,7.51,3.75,1.52,1.115
2635,7.51,3.75,1.52,1.116
2638,7.51,3.75,1.53,1.117
2640,7.5,3.75,1.53,1.117
2642,7.5,3.75,1.52,1.118
2644,7.5,3.75,1.52,1.119
2646,7.5,3.75,1.52,1.12
2648,7.5,3.75,1.52,1.121
2650,7.5,3.75,1.52,1.122
2652,7.5,3.75,1.53,1.123
2654,7.5,3.75,1.52,1.123
2656,7.5,3.75,1.52,1.124
2658,7.5,3.75,1.52,1.125
2660,7.5,3.75,1.53,1.126
2662,7.5,3.75,1.52,1.127
2664,7.5,3.75,1.53,1.128
2666,7.5,3.75,1.52,1.128
2668,7.5,3.75,1.53,1.129
2670,7.5,3.75,1.52,1.13
2672,7.5,3.75,1.52,1.131
2674,7.5,3.75,1.52,1.132
2676,7.5,3.75,1.52,1.133
2678,7.5,3.75,1.52,1.134
2680,7.49,3.75,1.53,1.134
2682,7.49,3.75,1.52,1.135
2684,7.49,3.75,1.53,1.136
2686,7.49,3.75,1.52,1.137
2688,7.49,3.75,1.52,1.138
2690,7.49,3.75,1.52,1.139
2692,7.49,3.75,1.52,1.14
2694,7.49,3.75,1.52,1.14
2696,7.49,3.75,1.53,1.141
2698,7.49,3.75,1.52,1.142
2700,7.49,3.75,1.53,1.143
2702,7.49,3.75,1.52,1.144
2704,7.49,3.75,1.52,1.145
2706,7.49,3.75,1.53,1.146
2708,7.49,3.75,1.52,1.146
2710,7.49,3.75,1.52,1.147
2712,7.49,3.75,1.52,1.148
2714,7.49,3.75,1.52,1.149
2716,7.48,3.74,1.52,1.15
2718,7.49,3.75,1.52,1.151
2720,7.49,3.75,1.52,1.152
2722,7.49,3.75,1.52,1.152
2724,7.48,3.74,1.52,1.153
2726,7.48,3.74,1.52,1.154
2728,7.48,3.74,1.52,1.155
2730,7.48,3.74,1.52,1.156
2732,7.48,3.74,1.52,1.157
2734,7.48,3.74,1.52,1.158
2736,7.48,3.74,1.52,1.158
2738,7.48,3.74,1.52,1.159
2740,7.48,3.74,1.52,1.16
2742,7.48,3.74,1.52,1.161
2744,7.48,3.74,1.52,1.162
2746,7.48,3.74,1.52,1.163
2748,7.48,3.74,1.52,1.163
2750,7.48,3.74,1.52,1.164
2752,7.48,3.74,1.52,1.165
2754,7.48,3.74,1.52,1.166
2756,7.48,3.74,1.52,1.167
2758,7.48,3.74,1.52,1.168
2761,7.48,3.74,1.52,1.169
2763,7.47,3.73,1.52,1.169
2765,7.47,3.73,1.52,1.17
2767,7.47,3.73,1.52,1.171
2769,7.47,3.73,1.52,1.172
2771,7.47,3.73,1.52,1.173
2773,7.47,3.73,1.52,1.174
2775,7.47,3.73,1.52,1.175
2777,7.47,3.73,1.53,1.175
2779,7.47,3.73,1.52,1.176
2781,7.47,3.73,1.52,1.177
2783,7.47,3.73,1.52,1.178
2785,7.47,3.73,1.52,1.179
2787,7.47,3.73,1.52,1.18
2789,7.47,3.73,1.52,1.181
2791,7.47,3.73,1.52,1.181
2793,7.47,3.73,1.53,1.182
2795,7.47,3.73,1.52,1.183
2797,7.46,3.73,1.52,1.184
2799,7.47,3.73,1.53,1.185
2801,7.47,3.73,1.52,1.186
2803,7.47,3.73,1.52,1.187
2805,7.46,3.73,1.52,1.187
2807,7.46,3.73,1.52,1.188
2809,7.46,3.73,1.52,1.189
2811,7.46,3.73,1.52,1.19
2813,7.46,3.73,1.52,1.191
2815,7.46,3.73,1.52,1.192
2817,7.46,3.73,1.52,1.192
2819,7.46,3.73,1.52,1.193
2821,7.46,3.73,1.52,1.194
2823,7.46,3.73,1.53,1.195
2825,7.46,3.73,1.52,1.196
2827,7.46,3.73,1.52,1.197
2829,7.46,3.73,1.52,1.198
2831,7.46,3.73,1.52,1.198
2833,7.46,3.73,1.52,1.199
2835,7.46,3.73,1.52,1.2
2837,7.46,3.73,1.52,1.201
2839,7.46,3.73,1.52,1.202
2841,7.46,3.73,1.52,1.203
2843,7.46,3.73,1.52,1.204
2845,7.46,3.73,1.53,1.204
2847,7.46,3.73,1.52,1.205
2849,7.46,3.73,1.52,1.206
2851,7.46,3.73,1.52,1.207
2853,7.46,3.73,1.53,1.208
2855,7.46,3.73,1.52,1.209
2857,7.46,3.73,1.53,1.21
2859,7.46,3.73,1.53,1.21
2861,7.46,3.73,1.52,1.211
2863,7.46,3.73,1.53,1.212
2865,7.45,3.73,1.52,1.213
2867,7.45,3.73,1.53,1.214
2869,7.45,3.73,1.52,1.215
2871,7.45,3.73,1.52,1.216
2873,7.45,3.73,1.53,1.216
2875,7.45,3.73,1.52,1.217
2877,7.45,3.73,1.52,1.218
2879,7.45,3.73,1.53,1.219
2881,7.45,3.73,1.52,1.22
2884,7.45,3.73,1.52,1.221
2886,7.45,3.73,1.52,1.221
2888,7.45,3.73,1.53,1.222
2890,7.45,3.73,1.52,1.223
2892,7.45,3.73,1.52,1.224
2894,7.45,3.73,1.52,1.225
2896,7.45,3.73,1.52,1.226
2898,7.45,3.73,1.53,1.227
2900,7.45,3.73,1.53,1.227
2902,7.45,3.73,1.53,1.228
2904,7.45,3.73,1.53,1.229
2906,7.45,3.73,1.52,1.23
2908,7.45,3.73,1.52,1.231
2910,7.45,3.73,1.52,1.232
2912,7.45,3.73,1.53,1.233
2914,7.44,3.72,1.53,1.233
2916,7.44,3.72,1.53,1.234
2918,7.44,3.72,1.52,1.235
2920,7.44,3.72,1.52,1.236
2922,7.44,3.72,1.53,1.237
2924,7.44,3.72,1.52,1.238
2926,7.44,3.72,1.52,1.239
2928,7.44,3.72,1.52,1.239
2930,7.44,3.72,1.53,1.24
2932,7.44,3.72,1.52,1.241
2934,7.44,3.72,1.52,1.242
2936,7.44,3.72,1.52,1.243
2938,7.44,3.72,1.52,1.244
2940,7.44,3.72,1.52,1.245
2942,7.44,3.72,1.52,1.245
2944,7.44,3.72,1.52,1.246
2946,7.44,3.72,1.52,1.247
2948,7.44,3.72,1.52,1.248
2950,7.44,3.72,1.52,1.249
2952,7.44,3.72,1.53,1.25
2954,7.43,3.71,1.52,1.251
2956,7.43,3.71,1.52,1.251
2958,7.43,3.71,1.52,1.252
2960,7.43,3.71,1.52,1.253
2962,7.43,3.71,1.52,1.254
2964,7.43,3.71,1.52,1.255
2966,7.43,3.71,1.52,1.256
2968,7.43,3.71,1.52,1.256
2970,7.43,3.71,1.53,1.257
2972,7.43,3.71,1.52,1.258
2974,7.43,3.71,1.52,1.259
2976,7.43,3.71,1.52,1.26
2978,7.43,3.71,1.52,1.261
2980,7.43,3.71,1.52,1.262
2982,7.43,3.71,1.53,1.262
2984,7.42,3.71,1.52,1.263
2986,7.42,3.71,1.52,1.264
2988,7.42,3.71,1.53,1.265
2990,7.43,3.71,1.52,1.266
2992,7.42,3.71,1.52,1.267
2994,7.42,3.71,1.52,1.268
2996,7.42,3.71,1.52,1.268
2998,7.42,3.71,1.52,1.269
3000,7.42,3.71,1.52,1.27
3002,7.42,3.71,1.52,1.271
3004,7.42,3.71,1.52,1.272
3006,7.42,3.71,1.52,1.273
3009,7.42,3.71,1.52,1.274
3011,7.42,3.71,1.52,1.274
3013,7.42,3.71,1.52,1.275
