# Number of cells: 0
Time,Voltage,Volts per cell,Amperage,Ah consumed
5432,6.54,3.27,1.52,2.298
5434,6.54,3.27,1.52,2.298
5436,6.54,3.27,1.52,2.299
5438,6.53,3.27,1.52,2.3
5440,6.53,3.27,1.53,2.301
5442,6.53,3.27,1.52,2.302
5444,6.53,3.27,1.52,2.303
5446,6.53,3.27,1.52,2.304
5448,6.52,3.26,1.52,2.304
5450,6.52,3.26,1.52,2.305
5452,6.52,3.26,1.53,2.306
5454,6.52,3.26,1.52,2.307
5456,6.52,3.26,1.52,2.308
5458,6.52,3.26,1.53,2.309
5460,6.52,3.26,1.52,2.309
5462,6.51,3.25,1.52,2.31
5464,6.51,3.25,1.53,2.311
5466,6.51,3.25,1.52,2.312
5468,6.51,3.25,1.52,2.313
5470,6.51,3.25,1.53,2.314
5472,6.51,3.25,1.52,2.315
5474,6.5,3.25,1.53,2.315
5476,6.5,3.25,1.53,2.316
5478,6.5,3.25,1.53,2.317
5480,6.5,3.25,1.53,2.318
5482,6.5,3.25,1.53,2.319
5484,6.59,3.29,0.43,2.32
